company_name,description,current_stage,partners,founders,sectors,first_partnered_stage,first_partnered_year,first_partnered_date,initial_investment_type,exit_type,exit_description,company_profile_url,company_url,twitter_url,logo_url,image_url,source_url,scraped_at
Omnea,AI-powered procurement orchestration and supplier risk management platform,Early Stage,Sonali De Rycker,Ben Freeman,,Early Stage,2024,06/01/2024,series-a,,,https://www.accel.com/companies/omnea,https://www.omnea.co/,,https://cdn.sanity.io/images/458oembh/production/6fa90e712301d9e9e8307d78c859c7b7ea886e78-1920x531.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Onco.com,Internet aggregator for cancer care,Early Stage,Barath Shankar Subramanian; Shrrinesh Balasubramanian,Rashie Jain; Amit Jotwani,,Early Stage,2017,2017,seed,Acquired,by Apollo Hospitals,https://www.accel.com/companies/onco-com,http://www.onco.com,https://twitter.com/OncoDotCom/,https://cdn.sanity.io/images/458oembh/production/6e209a6ce7f88d961703e99506d57cbcf2bd773d-1257x214.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Onsitego,Extended warranty solutions,Early Stage,Prayank Swaroop,Kunal Mahipal,,Early Stage,2015,2015,series-a,,,https://www.accel.com/companies/onsitego,http://www.onsitego.com,https://twitter.com/onsitego,https://cdn.sanity.io/images/458oembh/production/ff19fef667d7109c68026d97b0aa0a862199f729-760x209.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Oolka,AI-powered credit management app,Early Stage,Sarthak Singh,Utkrishta Kuma,,Early Stage,2026,2026,series-a,,,https://www.accel.com/companies/oolka,https://oolka.in/,,https://cdn.sanity.io/images/458oembh/production/f86441b08f6a9143c58fa543838a6a7b09f64aba-1404x512.tif,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Opal,Enterprise marketing collaboration platform,Late Stage,Arun Mathew; Ben Fletcher,Steve Giannini; Matt Oxley; George Huff,,Late Stage,2016,2016,,,,https://www.accel.com/companies/opal,http://www.workwithopal.com,https://twitter.com/workwithopal,https://cdn.sanity.io/images/458oembh/production/6f61aa6b1867cbd8bde40a6e114a6e5c2b36fe29-150x51.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
OpenFX,Modern FX infrastructure,Early Stage,Shekhar Kirani,Prabhakar Reddy,,Early Stage,2024,2024,seed,,,https://www.accel.com/companies/openfx,https://www.openfx.com/,,https://cdn.sanity.io/images/458oembh/production/45a5b984249d3877b17247ba0bc644ce69db9af5-1920x438.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
OpenGamma,Analytics for derivatives trading,Early Stage,Bruce Golden,Peter Rippon (CEO); Kirk Wylie; Max Jeanniard; Jonathan Senior; Cris Conde,,Early Stage,2009,2009,series-a,,,https://www.accel.com/companies/opengamma,http://www.opengamma.com,https://twitter.com/OpenGamma,https://cdn.sanity.io/images/458oembh/production/0ed15fc6d56e7884f4c886e2943b72cdbcfa2677-159x28.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Openhouse,Social learning platform,Early Stage,Pratik Agarwal; Prayank Swaroop,Akshay Rampuria; Yashovardhan Poddar,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/openhouse,http://www.openhouse.study,https://twitter.com/Openhousestudy,https://cdn.sanity.io/images/458oembh/production/35e4b5538902c5719202628433e0b55ccc0eae41-2958x502.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Orange Health,Tech led on-demand fastest diagnostics at home,Early Stage,Anand Daniel,Tarun Bhambra; Dhruv Gupta,,Early Stage,2021,2021,series-a,,,https://www.accel.com/companies/orange-health,https://www.orangehealth.in/,,https://cdn.sanity.io/images/458oembh/production/698ffe645e5606d2c293593a8d966248b76a44b0-108x45.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Origami Logic,Marketing analytics services,Early Stage,,Opher Kahane; Alon Amit; Ofer Shaked,,Early Stage,2012,2012,series-a,Acquired,by Intuit,https://www.accel.com/companies/origami-logic,http://www.origamilogic.com,https://twitter.com/OrigamiLogic,https://cdn.sanity.io/images/458oembh/production/13bc1243c262d53996ab22268e4cf2f8d8b32dc5-1454x549.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Orum,"API for fast, reliable payments",Late Stage,Sameer Gandhi,Stephany Kirkpatrick,,Late Stage,2021,2021,,,,https://www.accel.com/companies/orum,https://orum.io/,,https://cdn.sanity.io/images/458oembh/production/bb8656cbfcfd4e1c81d31425fd23cd1b3862cd27-298x80.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Osmo,Interactive educational games for tablet,Early Stage,Rich Wong,Pramod Sharma; Jerome Scholler,,Early Stage,2014,2014,series-a,Acquired,by BYJU'S,https://www.accel.com/companies/osmo,http://www.playosmo.com,https://twitter.com/playosmo,https://cdn.sanity.io/images/458oembh/production/35a37d0c64eb87a950a45ff18156f7a71ca992b2-286x79.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
OtterTune,Database tuning service,Early Stage,Ping Li; Daniel Levine,Andy Pavlo; Dana Van Aken; Bohan Zhang; ‍,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/ottertune,https://ottertune.com/,,https://cdn.sanity.io/images/458oembh/production/4d37598fccf9df19b127d33c0193f523b7011dc8-900x200.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
OzForex,International money transfer service ASX: OFX,Early Stage,John Locke; Ryan Sweeney,Matthew Gilmour,,Early Stage,2010,2010,series-a,,,https://www.accel.com/companies/ozforex,http://www.ozforex.com.au,https://twitter.com/OFX,https://cdn.sanity.io/images/458oembh/production/a0b849700ac56e8a5529bd815296bb9ee1f041da-959x350.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Packlink,Cost-effective package delivery services,Early Stage,Martin Gibson,Ben Askew-Renaut,,Early Stage,2013,2013,seed,Acquired,by Auctane,https://www.accel.com/companies/packlink,http://www.packlink.com,,https://cdn.sanity.io/images/458oembh/production/ac38e3a4da0c89f998496e4d2b33446a8818171f-666x127.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PageMart,advanced messaging and traditional paging services,Early Stage,Arthur Patterson,Roger Linquist,,Early Stage,1983,1983,series-a,IPO,NASDAQ: PMWI,https://www.accel.com/companies/pagemart,,,https://cdn.sanity.io/images/458oembh/production/85d89748f1f68920689fa46850586e0debe404ca-273x74.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PagerDuty,Operations performance platform,,Andrew Braccia; Ryan Sweeney,Jennifer Tejada (CEO); Alex Solomon; Andrew Miklas; Baskar Puvanathasan,,,2017,2017,,IPO,NYSE: PD,https://www.accel.com/companies/pagerduty,http://www.pagerduty.com,https://twitter.com/pagerduty,https://cdn.sanity.io/images/458oembh/production/f1b85910e5a8f7ab97b8b5388a1ac42c07cf3b4b-975x200.svg,https://cdn.sanity.io/images/458oembh/production/290513a17a0672917fd6ac2005bd14d8bc925b00-720x721.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Paper,Collaboration-first design tools,Early Stage,Daniel Levine,Stephen Haney,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/paper,https://paper.design/,https://x.com/paper,https://cdn.sanity.io/images/458oembh/production/65484a852717947f369198f7e583f6c337ec2d24-1920x536.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Parature,Cloud-based customer service software,,Rich Wong,Ching-Ho Fung; Duke Chung,,,2008,2008,,Acquired,by Microsoft,https://www.accel.com/companies/parature,http://www.parature.com,https://twitter.com/microsoft,https://cdn.sanity.io/images/458oembh/production/d84a9ef327b2196e68dae3613381a9e4dfc33f15-2292x763.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pave Bank,Regulated banking platform supporting programmable services,Early Stage,,Salim Dhanani; Simon Vans-Colina; Dmitry Bocharov,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/pave-bank,https://pavebank.com/en,https://x.com/pave_bank?s=21&t=8Xm1UGqfeb883tGCZaFcmg,https://cdn.sanity.io/images/458oembh/production/d103210d44745239966ded242386c9ef4480fb60-216x15.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Payfit,Integrated payroll and HR management software,Early Stage,Philippe Botteri,Firmin Zocchetto; Ghislain De Fontenay; Florian Fournier,,Early Stage,2017,2017,,,,https://www.accel.com/companies/payfit,https://payfit.com,https://twitter.com/payfituk,https://cdn.sanity.io/images/458oembh/production/91c660fe838855e90494bbfd17272a1eb81a5ad2-117x36.svg,https://cdn.sanity.io/images/458oembh/production/05a9c906ff53c4b5d82f06c0f0e897e0afb629a6-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
PeopleDoc,Cloud-based HR service delivery platform,,Philippe Botteri,Jonathan Benhamou; Clément Buyse,,,2014,2014,,Acquired,by Ultimate Software,https://www.accel.com/companies/peopledoc,http://www.people-doc.com,https://twitter.com/PeopleDoc_Inc,https://cdn.sanity.io/images/458oembh/production/8f1a2f44b9df231e1c3d667bd4700b5c8b6b2238-1709x624.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Periodic Labs,AI-driven experimental platform for scientific materials discovery,Early Stage,Casey Aylward,Ekin Dogus Cubuk; Liam Fedus,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/periodic-labs,https://periodic.com/,,https://cdn.sanity.io/images/458oembh/production/3aacba72c901f756db584ace72a09a8b94f8a39a-1842x273.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PermitFlow,AI for construction documentation and compliance,Early Stage,,Francis Thumpasery,,Early Stage,2025,2025,,,,https://www.accel.com/companies/permitflow,http://www.permitflow.com/,,https://cdn.sanity.io/images/458oembh/production/a771e510ae64d63e05e6cbafc703163ffb2d8d40-3204x447.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Perplexity,AI-powered answer engine that provides real-time information,Late Stage,Sameer Gandhi,Aravind Srinivas; Johnny Ho; Andy Konwinski; Denis Yarats,,Late Stage,2025,2025,,,,https://www.accel.com/companies/perplexity,http://www.perplexity.ai/,,https://cdn.sanity.io/images/458oembh/production/933da3dfc8e6fdc480f2c512ffe7bd467b97f1d6-2560x616.heif,https://cdn.sanity.io/images/458oembh/production/0654e498a07a4ca517dbb17d499e69f5a3180c72-1024x1024.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
Personio,HR management and recruiting,Early Stage,Harry Nelis,Hanno Renner; Arseniy Vershinin; Ignaz Forstmeier; Roman Schumacher,,Early Stage,2019,2019,,,,https://www.accel.com/companies/personio,http://www.personio.com,https://twitter.com/personiohr,https://cdn.sanity.io/images/458oembh/production/43c32550b7db46aeba5172c6f846abe56b64d6ff-617x195.svg,https://cdn.sanity.io/images/458oembh/production/691766a6a21168e54b6c86dbadb95c85ac8639a9-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
PharmaCCX,Digital tools for market access,Early Stage,Barath Shankar Subramanian,Nathan Sigworth; Richard Bergström; Armen Solakyan; Lena Holzle-Johansson; Marc Groz; Patrick Schneider; Peter Rice,,Early Stage,2018,2018,seed,,,https://www.accel.com/companies/pharmaccx,http://www.pharmaccx.com,,https://cdn.sanity.io/images/458oembh/production/7e444ef8d34d0ab300d372f16354644c7391592b-90x36.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PhaseV,vertical AI/ML platform to optimise & analyse the clinical development process,Early Stage,Matt Robinson,Dr. Raviv Pryluk; Elad Berkman; Dr. Dan Goldstaub,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/phasev,https://www.phasevtrials.com/,,https://cdn.sanity.io/images/458oembh/production/6a5eb9a17e5776ff5220965909597036693d526c-1547x302.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pi Labs,Applied AI framework to evaluate and enhance AI applications,Early Stage,Nafis Jamal,David Karam; Achint Srivastava,,Early Stage,2024,2024,,Acquired,by Microsoft,https://www.accel.com/companies/pi-labs,,,https://cdn.sanity.io/images/458oembh/production/ec76da4227cf5544844fa1ec14be07cdec8836a7-1536x1024.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PictureTel,Video conferencing solutions,,Jim Swartz,Norman Gaut; Brian Hinman,,,1988,1988,,Acquired,by Polycom,https://www.accel.com/companies/picturetel,,,https://cdn.sanity.io/images/458oembh/production/3ee7f73f92ff368e959d2cf253969670c493a25a-2823x555.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PillPack,Online full-service pharmacy that sorts medication by the dose,,Seth Pierrepont; Martin Gibson,TJ Parker; Brian Hoffer; Elliot Cohen,,,2014,2014,,Acquired,by Amazon,https://www.accel.com/companies/pillpack,http://www.pillpack.com,https://twitter.com/pillpack,https://cdn.sanity.io/images/458oembh/production/c94c57ffc2291e80c583438b1f64e61c8b158fd4-100x100.svg,https://cdn.sanity.io/images/458oembh/production/6455e9f4a575f6ced7e4741eace2d155da4c3f61-4000x2346.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pillow,Asset investment platform,Early Stage,Pratik Agarwal,Arindam Roy; Rajath KM; Kartik Mishra,,Early Stage,2022,2022,series-a,,,https://www.accel.com/companies/pillow,https://www.pillow.fund/,,https://cdn.sanity.io/images/458oembh/production/9a5ddf10f028e57a5f1e942907f90e594922814c-383x188.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pismo,Processing platform for banking and payments,,John Locke; Ethan Choi,Ricardo Josua; Daniela Binatti; Juliana Motta; Marcelo Parise,,,2021,2021,,Acquired,by Visa,https://www.accel.com/companies/pismo,https://pismo.io/,,https://cdn.sanity.io/images/458oembh/production/44578aaf452772e4eca6c1d9db217140758b3046-2067x483.svg,https://cdn.sanity.io/images/458oembh/production/4f36a2f70de0201f001bda1e9c182de4807ad28d-1600x1066.png,https://www.accel.com/companies,2026-05-29T18:35:24Z
Playfish,Social gaming platform,,Kevin Comolli,,,,2008,2008,,Acquired,by Electronic Arts,https://www.accel.com/companies/playfish,http://www.playfish.com,,https://cdn.sanity.io/images/458oembh/production/6fb2ccc143f3a9f301a37c086e35e4e43a1864bb-3330x530.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Plex Systems,Cloud-native smart manufacturing solutions,Early Stage,Sameer Gandhi,Bill Berutti (CEO),,Early Stage,2012,2012,series-a,Acquired,by Rockwell Automation,https://www.accel.com/companies/plex-systems,http://www.plex.com,https://twitter.com/PlexSystems,https://cdn.sanity.io/images/458oembh/production/09a75569730db38035ffd55613fc7c29147619e3-688x148.svg,https://cdn.sanity.io/images/458oembh/production/60211bc920221832a9f8104fa2f80d9b0e5e0585-2700x1414.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pluang,Financial technology application for micro-savings and micro-investment,Late Stage,Andrew Braccia,Claudia Kolonas; Richard Chua,,Late Stage,2021,2021,,,,https://www.accel.com/companies/pluang,https://pluang.com/,,https://cdn.sanity.io/images/458oembh/production/c26cb22b8e069911267d265bf98efd6baabc23ec-120x36.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Podium,"AI to attract, manage, and convert leads",Early Stage,Miles Clements,Eric Rea; Dennis Steele,,Early Stage,2017,2017,series-a,,,https://www.accel.com/companies/podium,http://www.podium.com,https://twitter.com/podiumhq,https://cdn.sanity.io/images/458oembh/production/bbcdd2a3c96809e1515a65262a58b15a4ece9d86-3257x699.svg,https://cdn.sanity.io/images/458oembh/production/98aec24d97ce78e89b9190a332aaeb27648f9908-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Poggio Labs,AI for Enterprise Sales,Early Stage,Steve Loughlin,Matt Slotnick; Connor Doyle,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/poggio-labs,https://poggiolabs.com/,,https://cdn.sanity.io/images/458oembh/production/e3785cadcddca8faf184a9ef9115b19652b0ac5c-400x100.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Polar,Payment infrastructure for developers,Early Stage,Andrei Brasoveanu,Birk Jernström,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/polar,https://polar.sh/,https://twitter.com/polar_sh,https://cdn.sanity.io/images/458oembh/production/c2ca7e36bf8dccbefffc57cf0479b69737028cdf-6800x2000.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Polars,Data manipulation library,Early Stage,Zhenya Loginov,Ritchie Vink,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/polars,https://pola.rs/,https://twitter.com/datapolars,https://cdn.sanity.io/images/458oembh/production/bc2f93b27c5d438cafe6336dd102953d71a32a18-379x89.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Polycom,Unified communications platform,Early Stage,Jim Swartz,Brian Hinman; Jeff Rodman,,Early Stage,1991,1991,series-a,IPO,NASDAQ: PLCM,https://www.accel.com/companies/polycom,http://www.polycom.com,,https://cdn.sanity.io/images/458oembh/production/1051a3e1a56b20051e32e36ed31790fc3e44f8ab-2367x532.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pond5,Content marketplace for filmmakers,Early Stage,John Locke,Tom Crary (CEO); Tom Bennett; Marcus Engene,,Early Stage,2014,2014,series-a,Acquired,by Shutterstock,https://www.accel.com/companies/pond5,http://www.pond5.com,https://twitter.com/pond5,https://cdn.sanity.io/images/458oembh/production/0ccc8fbe0804434b6dc0e68ffbfd6046919dc829-437x81.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pontis,Software marketing systems for communication service providers,Early Stage,Martin Gibson,Michael Kerbis; Ofer Sheinkin,,Early Stage,2003,2003,series-a,Acquired,by Amdocs,https://www.accel.com/companies/pontis,,,https://cdn.sanity.io/images/458oembh/production/986081bb93587d085602fb3ab300e12dfe19598d-1200x423.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PopUp,No-code eCommerce store builder,Early Stage,Julien Bek,Corey Holmes; Matteo Grassi,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/popup,https://www.popup.store/,https://twitter.com/popupcommerce,https://cdn.sanity.io/images/458oembh/production/d5a8e23e25cc62d7070f2aff7498a6b3df4e2b8f-228x153.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Port,Internal developer portal and platform,Early Stage,Matt Robinson; Carlo Biggio,Yonatan Boguslavski; Zohar Einy,,Early Stage,2024,2024,,,,https://www.accel.com/companies/port,https://www.getport.io/,https://twitter.com/tweetsbyport,https://cdn.sanity.io/images/458oembh/production/a12eaf07789ca2e8cee1c7c6b94255e174369f5c-78x24.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Portal Software,Telecommunications billing and customer management software,Early Stage,Arthur Patterson,John Little,,Early Stage,1995,1995,seed,IPO,NASDAQ: PRSFE,https://www.accel.com/companies/portal-software,http://www.portal.com,,https://cdn.sanity.io/images/458oembh/production/7bf76261e0f5fbcd65bb56c2115dd67fbb2f271f-182x41.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Portea,In-home healthcare services,Early Stage,Barath Shankar Subramanian; Shrrinesh Balasubramanian,Meena Ganesh (CEO); Ganesh Krishnan,,Early Stage,2013,2013,series-a,,,https://www.accel.com/companies/portea,http://www.portea.com,https://twitter.com/PorteaMedical,https://cdn.sanity.io/images/458oembh/production/24e61d9201fb47bdfdf4cf76d6ebaa5d6af2dd53-450x80.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Posha,Intelligent kitchen robot,Early Stage,Pratik Agarwal,Raghav Gupta; Rohin Malhotra,,Early Stage,2023,2023,series-a,,,https://www.accel.com/companies/posha,https://www.eatwithnymble.com/,https://twitter.com/EatwithNymble?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://cdn.sanity.io/images/458oembh/production/8dcb9625fb4393ebce27f2ed31af3e602ec8599e-3841x747.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Power2SME,B2B marketplace for SMEs,Early Stage,Mahendran Balachandran,R. Narayan; Debabrata Majumdar; Snehashish Bhattacharjee,,Early Stage,2013,2013,series-a,,,https://www.accel.com/companies/power2sme,http://www.power2sme.com,https://twitter.com/power2sme,https://cdn.sanity.io/images/458oembh/production/b5a67ec6cd44118393f50924d30710af51207869-855x431.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Powerplay,"Digitally-native management tools for real estate, construction, and architecture.",Early Stage,Subrata Mitra,Iesh Dixit; Shubham Goyal,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/powerplay,https://www.getpowerplay.in/,,https://cdn.sanity.io/images/458oembh/production/e4957dc7b3d97567e60698b27295959b16d843b8-195x41.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Powerup Money,Next-gen wealthtech platform,Early Stage,Prayank Swaroop,Prateek Jindal,,Early Stage,2025,2025,seed,,,https://www.accel.com/companies/powerup-money,https://www.powerup.money/,,https://cdn.sanity.io/images/458oembh/production/807f60dbae869dd5e869f691f7c89dd3d284feca-339x42.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pred,peer-to-peer sports prediction exchange,Early Stage,Prayank Swaroop,Amit Mahensaria; Piyush Mahensaria; Arpit Nik,,Early Stage,2025,2025,,,,https://www.accel.com/companies/pred,https://www.pred.app/,,https://cdn.sanity.io/images/458oembh/production/f6edb532eb0373c9fe37d992480644a092ee7d14-505x141.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Presentations.ai,AI presentation automation software,Early Stage,Shekhar Kirani,Sumanth Raghavendra,,Early Stage,2014,2014,seed,,,https://www.accel.com/companies/presentations-ai,https://www.presentations.ai/,https://twitter.com/getpresentai,https://cdn.sanity.io/images/458oembh/production/e27dd9c489ded7e7a2e421745154fac43e1fae09-315x54.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Prezi,Dynamic presentation software,Early Stage,Andrew Braccia; Harry Nelis,Peter Arvai; Peter Halacsy; Adam Somlai,,Early Stage,2011,2011,,,,https://www.accel.com/companies/prezi,http://www.prezi.com,https://twitter.com/prezi,https://cdn.sanity.io/images/458oembh/production/6535d1dcbf70788361bf28ab535450928b28c473-219x100.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PrimaryIO,Hybrid cloud data management for increased application performance,Early Stage,Dinesh Katiyar,Kumar Ganapathy; Lorenzo Salhi,,Early Stage,2017,2017,seed,,,https://www.accel.com/companies/primaryio,http://www.primaryio.com,https://twitter.com/PrimaryIO,https://cdn.sanity.io/images/458oembh/production/ce5dc0ce9f4673abede93356b097dcb0e085bae4-1683x356.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Primer,Open payments infrastructure,Early Stage,Sonali De Rycker,Gabriel Le Roux; Paul Anthony,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/primer,https://primer.io/,,https://cdn.sanity.io/images/458oembh/production/e84a0a1c53044b51b8a9a3eabcbe834a526430fd-600x192.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Privacera,Open-source cybersecurity tools for developers,Early Stage,Eric Wolford,Balaji Ganesan; Don Bosco Durai,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/privacera,http://www.privacera.com/,,https://cdn.sanity.io/images/458oembh/production/27bfb1533a8eb892518979f6311c9322e7ab6d7d-355x80.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Privitar,Data privacy platform,,Martin Gibson; Seth Pierrepont,Jason Du Preez; Gerard Buggy; John Taysom,,,2020,2020,,Acquired,by Informatica,https://www.accel.com/companies/privitar,http://www.privitar.com,https://twitter.com/privitarglobal,https://cdn.sanity.io/images/458oembh/production/c135c71f87265a4bc3689893fc2f4ea42049fb15-600x140.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Probe Information,Information services with a specialization in financial data,Early Stage,Mahendran Balachandran,W S Ravishankar; Atul Shinghal,,Early Stage,2010,2010,series-a,,,https://www.accel.com/companies/probe-information,http://www.probeinformation.com,https://twitter.com/probe42_in,https://cdn.sanity.io/images/458oembh/production/8a91b00f70f39c297db1be21786385659f04e27d-826x352.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Process Street,Business process workflow optimization platform for teams,Early Stage,Rich Wong,Vinay Patankar; Cameron McKay,,Early Stage,2020,2020,series-a,,,https://www.accel.com/companies/process-street,http://www.process.st,https://twitter.com/processstreet,https://cdn.sanity.io/images/458oembh/production/e7f1533bc3a454334c663122cb9c92e865c27ebe-169x29.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Prodigal,Enterprise AI for debt collection and recovery,Early Stage,Dinesh Katiyar,Sangram Raje; Saransh Garg; Shantanu Gangal,,Early Stage,2018,2018,seed,,,https://www.accel.com/companies/prodigal,https://www.prodigaltech.com/,,https://cdn.sanity.io/images/458oembh/production/1e13efcfc1a7b51cd347e8935a48704895c37f31-600x153.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Productiv,Enterprise-class SaaS management platform,Early Stage,Steve Loughlin,Jody Shapiro; Ashish Aggarwal; Munish Gandhi,,Early Stage,2018,2018,series-a,,,https://www.accel.com/companies/productiv,http://www.productiv.com,,https://cdn.sanity.io/images/458oembh/production/f12539be7089044b88038ae9973ae0ca75ccd87a-184x34.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
ProjectDiscovery,Open sourced penetration testing tools for cybersecurity.,Early Stage,Prayank Swaroop,Sandeep Singh; Rishiraj Sharma; Nizamul Rana; Marco Rivoli,,Early Stage,2021,2021,seed,,,https://www.accel.com/companies/projectdiscovery,https://protect-eu.mimecast.com/s/z880CpYolS9jQgjHPbKvp?domain=projectdiscovery.io,,https://cdn.sanity.io/images/458oembh/production/993ef485fc54c93ff4519ecc00b8d7d8384035a7-2075x201.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
PropTiger,India-based real estate advisor,Early Stage,Prashanth Prakash,Dhruv Agarwala,,Early Stage,2012,2012,,,,https://www.accel.com/companies/proptiger,http://www.proptiger.com,https://twitter.com/proptiger,https://cdn.sanity.io/images/458oembh/production/882aaa0e30f88afe85a15924560673479d6efb05-1507x326.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Propeller Aero,3D drone mapping and analytics for worksites,Early Stage,Vas Natarajan,Rory San Miguel; Francis Vierboom,,Early Stage,2017,2017,seed,,,https://www.accel.com/companies/propeller-aero,http://www.propelleraero.com/,https://twitter.com/PropellerAero,https://cdn.sanity.io/images/458oembh/production/6f4f3473418996a418fe8ab106b1e287572815ab-144x30.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Prophet Security,Agentic AI SOC analyst,Early Stage,Eric Wolford,Kamal Shah; Vibhav Sreekanti,,Early Stage,2025,2025,series-a,,,https://www.accel.com/companies/prophet-security,https://www.prophetsecurity.ai/,,https://cdn.sanity.io/images/458oembh/production/3d74a416ffb1c2b7c748e517b56a57e97719fb46-1913x448.png,,https://www.accel.com/companies,2026-05-29T18:35:24Z
Public,"Investing platform for stocks, funds, and crypto",Early Stage,Sameer Gandhi,Jannick Malling; Leif Abraham,,Early Stage,2019,2019,series-a,,,https://www.accel.com/companies/public,http://www.public.com,https://twitter.com/publichello,https://cdn.sanity.io/images/458oembh/production/86b61e9665117fd70c1e4954c6079fef1224a211-86x26.svg,https://cdn.sanity.io/images/458oembh/production/85eef0770b54e2c7b30d34b8ef18027fd0ce83ae-720x720.jpg,https://www.accel.com/companies,2026-05-29T18:35:24Z
Pyn,Employee-centric communication tool ‍,Early Stage,Rich Wong,Jon Williams; Joris Luijke,,Early Stage,2020,2020,seed,,,https://www.accel.com/companies/pyn,https://www.pynhq.com/,https://twitter.com/pynhq,https://cdn.sanity.io/images/458oembh/production/3e162207e883353e73e7e06688d3fa37dee4819f-54x37.svg,,https://www.accel.com/companies,2026-05-29T18:35:24Z
